zaxis,yaxis,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Nd,Sm,Gd,Dy,Er,Yb,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U
Se,Nd,0.489854498,0,0,0,6.876521626,0,1.406786373,1.113029149,0.707648945,0,0.077209182,0.464009346,0.374209081,1.291229679,0,0,0.174873135,0,0.212921962,0.068823179,0,0.098360864,0.510223646,0,0,0.065939394,0,0,0,0.067527604,0,0,0,0,0,0,0.383237473,0,0,0,0,0,0,0,0,0,0,0,0.631712384,0,1.895447446,0.398905103, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089759129,0,0,0.049560377
Se,Sm,0.084134206,0,0,0,0,0,0.283688805,0,0,0,0.052784323,0,2.181528289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Gd,0.406073914,0,0,0,0.892977337,0,0.187425583,0,0,0,0,0.183619114,0,0,0,0,0.245617682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.8958753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364799589
Se,Dy,0,0,0,0,0,0,0.187425583,0,0,0,0,0,0,0,0,0,0.245617682,0,0,0,0,0,0,0,0,0,0,0,0,0.600495835,0,0,0,0,2.582288468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.8958753,0,0,0,0,7.167552353,0,0,0,0,0,0,0,0,0,0,0
Se,Er,0.406073914,0,0,0,0.892977337,0,0.187425583,0,0,0,0,0.183619114,0,0,0,0,0.245617682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.582288468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.8958753,55.618316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Yb,0.139755451,0,0.571121252,0,0.05351744,0,0.172319834,0,0,0,0,0.497775087,0.22730333,0,0,0,0.103244142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536775264,0,0.440211567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.618316, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Hf,0,0,0,0,0,0,0.187425583,0,0,0,0,0.183619114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.8958753,0,0,0,0,0,0,0,0,0,0,0,0,0
Se,Ta,8.520179635,0.03151116,0,0.207280973,0.621213337,0,2.179946805,0.061718314,0.37861494,1.900011639,1.315444977,4.947999081,1.708799894,0,0,0.255262684,0.099855546,0.28776354,6.50687238,0,0,0.105178898,0.032125099,0,0,0,0,0,0,1.302481558,0,0,0,0,21.76908155,0.167517773,43.92040132,0,0,0,0,0,0,0,1.600047229,0.000534847,0,0,0.203882855,0,0,1.383918244,0,0,0,0,0,0,0, ,0.310751347,0,0,0,0,0,0,0,0.599418373,0.106752871,1.055750596,1.281482369
Se,W,0.624003875,0,0,0,0.227332051,0,0.109782444,0,0.845731238,0.199848508,0.982794644,1.357517413,0,0.729173105,0.084438399,0.735835238,0.340779751,0,0.110252116,0.125740384,0,0.15758232,0.223307831,0,0,0.155690024,0.042651949,0,1.918318115,1.076542105,0,0,0,0.140825402,0.171614853,0.851895798,2.453094183,0.291850853,0,0,0,0,0,0,0.092868515,0.017039969,0.116419389,0,0,0.137894176,0,0.087543439,0,0,0,7.167552353,0,0,0,0.310751347, ,0,0,0,0,0,0,0,0.048786646,0.047984291,0,0.196228241
Se,Re,0,0,0,0,0,0,0,0,0,0,0,0,0,1.188712472,0,0,0,0,0,0,0,0,0.041551973,0,0,0.221045574,0,0,0,0,0,0,0,0,0,0,0,2.591821398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
Se,Os,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127324,0,0,0,0,0,0,0,0,0.182421795,0,0,0,0,0,0,0.335755931,0,0,0,0,0,0,0,0.791639112,122.3374562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,54.51839325,0,0,0,0,0,0,0,0
Se,Ir,0,0,0,0,0,0,0,0,0,0,0,0,0,1.443670369,0,0,0,0,0,0,0,0,0.445058202,0,0.768947313,0.41022052,0,0,0,0.056428833,0,0,0,0,0,0,0,0.250875633,47.71044342,1.355733814,0,0,0,0,0,0.045278439,2.015688245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.51839325, ,0.687496246,0,0,0,0.04980353,0.466564607,0,0
Se,Pt,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.408245727,0,0,0,0,0,0,0,0,0.059153082,0,0.720739486,1.465290624,0,0,0,0.027616833,0,0,0,0,0,0,0,0,0,0.887345018,0.568053266,0,0,6.487689699,4.494783591,0.349774474,0.115351003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687496246, ,0,0,0,-0.286344871,-1.250781591,0,0
Se,Au,0,0,0,0,0,0,26.92540402,0,0,0,0,0,0,-0.184349453,0,0,0,0,0,0,0,0,1.553429815,0,0,-0.916547955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.82564268,0,0,0.275370554,1.878683119,33.92585586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.202827232,1.077608896,3.467190256,0.349206854,0,0
Se,Hg,18.84963836,0,0,0,0.301750065,0.672210868,31.23156856,0,0,0,5.104420845,8.139221742,2.612124487,8.823657743,8.638475009,0,0,0,0,0.72008211,0.282693874,0,4.946248732,0,0.146593087,-0.319612789,0.564887711,0,0,0.789938764,0,57.2371884,0,0,0,0,0,0.056088574,0,0,-0.954806011,16.78898707,0,0,0.042747488,-2.970057558,0.298030753,30.00880921,0.082853976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202827232, ,5.709569311,-0.270226355,-0.329294083,0,0
Se,Tl,13.5527793,0,0,0,0,0,45.97537307,0,0,0,3.496766649,0,0,33.45542616,0.016473413,0.5560636,0,0,0,0.081422755,0,0,0.694023585,0,0.158090035,-0.952876366,0.192947464,0,0,29.63014102,0,0,0,0,0,0,0,0,0,0,0,7.168984993,0,0,0.055970485,22.74621669,0.200610401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.077608896,5.709569311, ,4.017206575,0.146267995,0,0
Se,Pb,-17.99826586,0,2.538627784,5.035580883,1.263771759,1.709903255,-36.89447141,3.538254665,23.29632317,14.38664396,16.70193693,26.35270245,5.46499405,-43.98165707,-18.19199627,-7.838844588,25.32408498,0,5.482409641,0.034650325,1.67781735,2.626311086,3.803289906,1.218635407,2.549507716,-11.64215584,-0.021219166,0.49162448,2.163116722,10.76262682,0,0,0,2.914267357,1.263475086,0,2.16642159,0.413394453,0,0.025244524,0.02570034,-22.81901061,0.951026164,0.025244524,0.141953931,41.32718833,11.51099127,0.061938835,0.188343711,4.808432463,1.004632599,3.290816224,0.089759129,0,0,0,0,0,0,0.599418373,0.048786646,0,0,0.04980353,-0.286344871,3.467190256,-0.270226355,4.017206575, ,-41.0182462,0.573967138,-0.238534859
Se,Bi,26.95253111,0,0,0,3.14398294,0.397491214,-61.19722718,2.607768633,9.724138829,6.988250722,12.04117216,17.79306186,2.312878265,-31.9538437,-0.898721092,4.991685795,13.67697462,0,0,0.246811231,0.30971964,5.729632221,3.980972917,0.105411525,0.001960629,-5.873772189,2.701968327,0,0,0.106754037,0,0.012550429,0,0,0,0,1.251671026,1.752951528,0,0,-1.43966247,-14.72840192,0.021761814,0.709697947,0.044177211,1.05876383,-18.34690023,0.074722525,0,0,0,0,0,0,0,0,0,0,0,0.106752871,0.047984291,0,0,0.466564607,-1.250781591,0.349206854,-0.329294083,0.146267995,-41.0182462, ,0,1.002663785
Se,Th,0.747133235,0,0,0.191842927,0.068031799,0,1.821450657,0.212940862,0.363806939,0,0.56541985,0.70790933,1.113175539,0,0,0.055692411,5.642396635,0,4.365207999,0,0,0.322873078,0.143969528,0,0,0,0,0,0,0.795440028,0,0,0,0.272733547,6.36825416,0,7.400195722,1.012162276,0,0,0,0,0,0,0,0,0,0,0,0.128127474,1.387471172,5.274533988,0,0,0,0,0,0,0,1.055750596,0,0,0,0,0,0,0,0,0.573967138,0, ,1.474647522
Se,U,-29.47896834,0,0,0,1.732550917,0.170281285,-15.37111343,2.068849569,-2.143082364,2.293194398,7.688526902,14.00531267,3.952696727,1.70550622,5.001633988,0.239380232,0.346894959,0,0.009238222,1.326293537,0.093205305,4.89713184,4.879286697,0.094698025,0.736493067,-3.221850035,2.057498673,0,0,0.172053616,0,0,0,0.77219294,6.694866453,1.34911009,1.436165235,2.478797326,0,0,0,0,0,0,0,0,0.886961044,0,0.031163619,-0.145460193,0.30009114,0.029580764,0.049560377,0,1.364799589,0,0,0,0,1.281482369,0.196228241,0,0,0,0,0,0,0,-0.238534859,1.002663785,1.474647522, 
Br,H, ,0.334861115,0.015137829,4.056353132,8.109627037,-11.21535285,307.2587972,-7.601074988,7.928679285,11.78979135,47.12532312,14.08556614,26.10744246,27.22153403,-0.188267068,-4.068731966,25.59734017,0.917233743,0.51742479,3.001023342,2.46211026,8.852155131,2.469370368,0.000888008,4.440328247,-5.568086432,5.481375827,0.005763727,1.395702259,-0.274688687,19.79965494,0,0.090928863,0.397375289,0.049740212,0.198855987,0.886615856,0.229725451,0,0,0,48.51493169,0.572274573,2.495221037,9.494217683,47.41957159,14.29221729,1.000406141,0.010045067,0.442579475,0.682711843,0.226743156,0.553242304,0.072996056,0.416258567,0,0.416258567,0.120557152,0,8.086409432,0.534876873,0,0,0,0,0,-18.80340891,13.76875516,19.56317434,31.22472501,0.833159673,28.69543465
Br,Li,0.334861115, ,5.883315841,1.548865875,1.326757601,0,4.286996297,14.75704212,7.589148127,0.508280258,7.127614866,23.81108423,1.635353305,0,1.921381612,7.93570895,0.706849456,0,1.402925888,0.651541233,0,1.125461642,0.09428925,0,0,3.458648963,0.840219707,0,0,3.489816036,0,0,1.038878883,0.433677638,0.028104709,0.54839986,0,0,0,0,0,0,0,0,0.02701827,0,0,0,2.563975659,0.685670141,0,0.195969857,0,0,0,0,0,0,0,0.041731588,0,0,0,0,0,0,0,0,0,0,0,0
Br,Be,0.015137829,5.883315841, ,0.961482147,2.260806901,0,6.609484606,0.329753993,0.817920886,0.125159282,1.344352229,11.54441741,4.736289003,6.223066639,1.616179418,0.138036349,6.816038896,1.104598907,0.526618532,1.098085028,0.066831072,0.293169664,0.639491235,0,0,0,0.118167108,0,0,2.382589521,0,0,0,0.477602121,2.084161054,0.020960002,0,0,0,0,0,0,0,0,0.072414217,0.8459093,0,0,4.823407243,0.01406158,0,0.557602864,0,0,0,0,0,0.584872061,0,0,0,0,0,0,0,0,0,0,2.628253925,0,0,0
Br,B,4.056353132,1.548865875,0.961482147, ,1.578744065,0.197841582,12.39710845,1.655148346,1.19169188,16.88427692,3.042830405,5.695445311,6.393102844,13.08862787,3.051533235,0.979062911,9.432141041,0,1.221853254,1.767340674,0.049328382,0.621147642,2.560696695,0,1.902956933,8.055081946,3.455266621,0,0,7.006594606,0,0,0.409485749,0.025087961,2.02299616,0.695057478,0.759474863,0,0,0,0,0,0,0,0.105431871,2.425665853,0,0,1.646555606,0.071802683,0.035606067,0.221057861,0,0,0,0,0,0,0,0.189440879,0,0,0,0,0,0,0,0,5.232499141,0,0.209347746,0
Br,C,8.109627037,1.326757601,2.260806901,1.578744065, ,1.186840542,-10.2312964,0.676776677,2.785853695,0.291675965,2.937100476,11.18373686,4.574928915,8.120668299,-0.008468051,3.158702893,4.073562376,0,5.0592808,4.143590576,0.186520125,3.683447502,12.19401065,0.143313992,0.432860903,2.320523971,1.126008439,0,0.265911259,12.56230579,0,0,0,2.728218084,9.649322957,0.043510523,1.702050786,1.032571921,0,0,0,0,0.195702083,0,0,0,2.418523232,0,0,1.702262049,4.205305094,14.29938795,7.104870905,0,0.913682553,0,0.913682553,0.060494111,0,0.589601215,0.206652625,0,0,0,0,0,-0.395073029,0,1.414589068,3.599088252,0.052143302,1.713850699
Br,N,-11.21535285,0,0,0.197841582,1.186840542, ,-0.550504144,0.750725991,0.569864394,0.592387792,0.418572698,5.092436917,0.025179103,3.993145663,-3.425350833,-0.080739372,4.909058108,0,1.563928692,0.51618435,0.122999925,2.739976595,0.40438047,0.111350186,0.36842801,0.505959204,0,0,0,-1.870807411,0,0,0,0,0,0,0,0.097917109,0,0,0,0,0,0,0.111487177,1.042267472,0,0,0,0.912621927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112652519,0,1.731243449,0.528601696,0,0.155281854
Br,O,307.2587972,4.286996297,6.609484606,12.39710845,-10.2312964,-0.550504144, ,-3.114292445,46.1196618,33.43033887,52.04911972,87.43357498,26.82841897,168.5294159,-2.053127705,13.92494828,72.96311806,1.000190277,15.60785032,7.984509076,0.035316483,21.36840959,3.477869034,4.728642147,31.0309338,40.15715498,2.254049672,0.62783738,5.635660367,-18.31852414,52.10471693,0,0.027153829,5.31393362,5.426500608,6.715402656,7.186713826,0.536899219,0,0,63.29324225,159.2597693,2.952072223,9.167511539,20.56219469,-81.87608383,26.45854368,-1.783843161,0.353048078,10.18634405,2.264579337,6.038653484,1.523475612,0.299027925,0.197041818,0.197041818,0.197041818,0.201440821,0.197041818,2.421037229,0.20257916,0,0,0,0,27.78029111,-32.5132144,46.06343016,40.16787776,74.68110049,1.970837503,14.47983973
Br,F,-7.601074988,14.75704212,0.329753993,1.655148346,0.676776677,0.750725991,-3.114292445, ,46.93250927,3.712592329,11.23078311,20.97153888,2.916609218,10.93644098,0.5521452,4.371446758,24.7352817,0,15.67141759,2.393558839,0.591640116,0.006418618,2.050681069,0,0,-12.17606116,3.796835945,0,0,8.400366362,0,0,0.248635749,4.052333948,16.92288066,1.374586875,8.065611189,0,0,0,0,3.39477705,0.175368028,0,1.616636188,4.904829875,0,0,4.162336896,13.97944559,2.650219175,11.99037734,1.166704609,0,0,0,0,0,0,0.040715303,0,0,0,0,0,0,0,0,3.749855023,3.038347303,0.236958018,2.075678494
Br,Na,7.928679285,7.589148127,0.817920886,1.19169188,2.785853695,0.569864394,46.1196618,46.93250927, ,5.980106891,10.1278762,94.62299097,1.862280729,9.494810132,0.951699637,35.83914089,23.92017056,0.064229168,34.58999274,1.997247564,1.177170288,4.345986751,0.772985862,2.428173343,7.89079283,21.89835382,7.071582242,0,0,15.96977082,5.543211817,0,0,15.09252926,1.336003118,31.08365833,18.66154444,0.439863559,0,0,0,0,0,0,3.94933756,8.916953998,0,0.048722885,0.373760998,4.845902444,0.849032109,5.777582562,0.67852079,0,0,0,0,0,0,0.339137794,0.804589375,0,0,0,0,0,0,0,23.96975228,10.7537231,0.399728124,2.176067067
Br,Mg,11.78979135,0.508280258,0.125159282,16.88427692,0.291675965,0.592387792,33.43033887,3.712592329,5.980106891, ,27.50725746,15.18524143,1.452900637,12.77177591,0.997907662,2.160820646,3.520176085,0.08164966,0.096603956,1.653939244,2.269990299,0.243443744,4.615776154,1.589732578,3.429198933,14.91045139,0.989652593,0,0,5.89601064,4.054455013,0,0,1.705692079,2.889463813,1.360628103,2.213359131,0.527711482,0,0,0,0,0,0,1.759205591,5.461613961,3.092568001,0.034797963,0,0.389976871,0.143657231,0.819105737,0,0,0,0,0,0,0,1.850162728,0.176958408,0,0,0,0,0,0,0,14.84936861,7.695232666,0,2.319353356
Br,Al,47.12532312,7.127614866,1.344352229,3.042830405,2.937100476,0.418572698,52.04911972,11.23078311,10.1278762,27.50725746, ,90.16564664,6.702663137,9.671225657,1.855920677,9.750444913,21.45252247,0.005550188,5.181985493,1.468916676,3.0941522,2.940349479,0.476657027,3.63627055,5.191685195,18.44529316,2.00115409,0.163351833,0.33795784,14.22935874,7.052744886,0,0.690455957,1.061127012,1.74395128,4.181369545,6.274342869,2.127110624,0,0,0,0,1.262870074,0,2.243410636,10.76137756,9.285501425,0,0.290687904,0.213166364,0.668800147,0.264608985,0.056069056,0.059124833,0,0,0,0,0,1.245822591,0.932543159,0,0,0,0,0,4.894982427,3.576204872,17.42567151,13.25930279,0.528149296,7.719611235
Br,Si,14.08556614,23.81108423,11.54441741,5.695445311,11.18373686,5.092436917,87.43357498,20.97153888,94.62299097,15.18524143,90.16564664, ,39.38111534,83.26322992,2.289232832,50.97867453,75.78892419,1.254953684,42.4777671,4.328274486,1.228983784,16.50520772,1.527755703,5.825999019,9.80229985,46.50151743,3.300668697,0,2.431818104,48.671884,0,0,0.374725594,3.713155879,2.92065179,27.59685283,6.620484445,5.638451959,0,0,5.919762809,0,0,0,3.141133131,19.96834261,15.55984822,0,2.701994457,21.94164818,1.681049959,7.116100271,0.422140931,0,0.191801196,0,0.191801196,0.523191735,0.191801196,4.782951999,1.276681616,0,0,0,0,0,7.795258563,0,27.44668518,19.73216377,0.779044839,13.99877503
Br,P,26.10744246,1.635353305,4.736289003,6.393102844,4.574928915,0.025179103,26.82841897,2.916609218,1.862280729,1.452900637,6.702663137,39.38111534, ,28.88732868,7.878933407,3.409857406,3.099575656,0.141595117,4.271512408,3.059670766,1.562371773,8.729817033,13.40776485,1.824738086,0.896933533,8.04707582,0.069010871,0.072512318,0.617722211,19.93800663,0,0,0,1.63022564,0.201295633,0.616076808,2.498016132,0.178808847,0,0,0,0,0.174187708,0,0,0,5.165348658,0,0.301907377,1.243365805,0.054909502,0.022791013,0.403838501,2.230721203,0,0,0,0.239182753,0,1.660313178,0,0,0,0,0,0,2.509945595,0,5.830416502,2.893048831,1.174472677,3.876273733
Br,S,27.22153403,0,6.223066639,13.08862787,8.120668299,3.993145663,168.5294159,10.93644098,9.494810132,12.77177591,9.671225657,83.26322992,28.88732868, ,-0.404476444,0.478250718,35.82441425,0,20.81643458,6.684680567,0.484134905,18.42337519,0.353322556,1.631957671,3.93198251,43.37298403,0.717054803,1.203648071,8.383293926,2.34604734,1.263368981,0,0,5.641476099,5.219902558,7.403386844,7.647279804,0.46577828,0.100031619,3.52565622,1.695007406,-67.60730051,6.422976706,3.52565622,5.096312122,49.67896318,0.801435006,-0.163542374,0.530199007,10.02527397,0,7.460411073,1.273512395,0,0,0,0,0,0,0,0.70899862,1.201008641,0.004427046,1.472196011,0.337648471,0.163710104,-8.639331538,33.06388258,43.04627084,-29.30681486,0,1.708436601
Br,Cl,-0.188267068,1.921381612,1.616179418,3.051533235,-0.008468051,-3.425350833,-2.053127705,0.5521452,0.951699637,0.997907662,1.855920677,2.289232832,7.878933407,-0.404476444, ,-5.046988309,0.524227053,0,2.38037966,1.54200486,0.794978034,0.495199741,2.582653767,0.577800288,0.66445999,8.266230509,0.462944309,0,0,-1.123379458,0.409133727,0,0,0.072072521,1.369396314,3.594106984,0.079896333,0.250538488,0,0,0,-1.050409857,0.15294621,0,0.759789893,-0.790848542,0.008165048,-1.555107966,0,0.224668357,0,1.754471673,0,0,0,0,0,0,0,0,0.093458368,0,0,0,0,0,-4.639545129,0.038418561,19.25665734,0.856685577,0,4.896566927
Br,K,-4.068731966,7.93570895,0.138036349,0.979062911,3.158702893,-0.080739372,13.92494828,4.371446758,35.83914089,2.160820646,9.750444913,50.97867453,3.409857406,0.478250718,-5.046988309, ,4.218316175,0.030061472,13.98530373,0.825460864,0.231435647,0.315418665,0.40309026,0,3.161098965,1.827039271,0.608857597,0,0,-7.996699563,1.937424693,0,0,0.392240297,0.788185747,1.190571941,5.296887182,0.890061912,0,0,0,3.75384464,0.00986163,0,1.627358878,4.69663131,3.484716019,0.108248391,0.157559988,2.256495157,0.899991443,1.494061264,0,0,0,0,0,0,0,0.234195659,0.714876184,0,0,0,0,0,0,0.580611004,8.070082865,5.38547518,0.043171702,0.244546223
Br,Ca,25.59734017,0.706849456,6.816038896,9.432141041,4.073562376,4.909058108,72.96311806,24.7352817,23.92017056,3.520176085,21.45252247,75.78892419,3.099575656,35.82441425,0.524227053,4.218316175, ,1.200467272,1.493781941,0.238018083,1.83301324,1.275870622,0.958935418,2.717983727,9.324941312,24.59229409,4.873091984,0,1.43075811,4.348013432,8.440273116,0,0,2.375296649,4.049697087,12.28046738,4.92868002,1.481106444,0,0,0,13.23428474,1.683258222,0,1.452012589,11.59811996,8.303786581,0.191520836,0.034212419,0.024979828,1.477592378,7.026864769,0.205253885,0,0.25375605,0.25375605,0.25375605,0.092966569,0,0.062903026,0.300525406,0,0,0,0,0,0,0,26.22499954,15.16837962,5.859383084,0.370037911
Br,Sc,0.917233743,0,1.104598907,0,0,0,1.000190277,0,0.064229168,0.08164966,0.005550188,1.254953684,0.141595117,0,0,0.030061472,1.200467272, ,0.062605638,0,0,0.109093925,0.299234068,0,0,0,0,0,0,0,0,0,0,0,0,1.081680736,0,0,0,0,0,0,0,0,0.134953052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297095696,0,0,0,0,0,0,0,0,0,0,0,0
Br,Ti,0.51742479,1.402925888,0.526618532,1.221853254,5.0592808,1.563928692,15.60785032,15.67141759,34.58999274,0.096603956,5.181985493,42.4777671,4.271512408,20.81643458,2.38037966,13.98530373,1.493781941,0.062605638, ,0.296435633,5.825423718,4.831270916,16.87307398,0,0,12.48452193,0.181106117,0,0,6.97568883,0,0,0,9.35486393,16.11566221,11.06058946,107.0270207,0,0,0,0,0,0,0,0,3.00480571,2.337740055,0,0.014103035,41.6963086,1.695440846,18.27032912,0.231021573,0,0,0,0,0,0,6.736160177,0.094847613,0,0,0,0,0,0,0,5.725571291,0,4.50981246,0.001701354
Br,V,3.001023342,0.651541233,1.098085028,1.767340674,4.143590576,0.51618435,7.984509076,2.393558839,1.997247564,1.653939244,1.468916676,4.328274486,3.059670766,6.684680567,1.54200486,0.825460864,0.238018083,0,0.296435633, ,0.94083062,0.308098716,1.289040975,0.421258841,0.777574609,0.034566816,0.742232549,0,0.121158416,3.180353859,0,0,0,0.065578507,0.036603731,0,0,0.395988767,0,0,0,1.781722929,0,0,0.415391943,2.233237812,1.674219599,0,0.020255587,2.332549206,0.076118271,0.703127928,0.059865068,0,0,0,0,0,0,0,0.113577476,0,0,0,0,0,0.683221646,0.09855922,0.04409619,0.412676334,0,1.303368136
Br,Cr,2.46211026,0,0.066831072,0.049328382,0.186520125,0.122999925,0.035316483,0.591640116,1.177170288,2.269990299,3.0941522,1.228983784,1.562371773,0.484134905,0.794978034,0.231435647,1.83301324,0,5.825423718,0.94083062, ,0.732847177,0.343932318,0.081087687,0.09629605,0.982750839,0.077285965,0,0,2.862967737,0,0,0,1.25409722,1.394108393,0.048642404,0.383133319,0,0,0,0,0,0,0,0,0.902285156,0.472218669,1.064189507,0,0.220720414,0.269993861,0.047234604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31263211,0,1.549538538,0.409694727,0,0.088460042
Br,Mn,8.852155131,1.125461642,0.293169664,0.621147642,3.683447502,2.739976595,21.36840959,0.006418618,4.345986751,0.243443744,2.940349479,16.50520772,8.729817033,18.42337519,0.495199741,0.315418665,1.275870622,0.109093925,4.831270916,0.308098716,0.732847177, ,1.970820118,1.638016961,3.394799562,17.75774265,0.736018452,0,0,0.627062825,0,0,0,0.72421971,0.32855029,3.352758692,6.167951782,1.159876045,0,0,0,2.825473571,0,0,0.260707431,1.225429574,2.236594337,0,0.240335905,0.621734604,0.219470221,0.12218321,0.08292189,0,0,0,0,0,0,0.132820334,0.183056896,0,0,0,0,0,0,0,2.894538596,6.362432293,0.301324459,4.920899523
Br,Fe,2.469370368,0.09428925,0.639491235,2.560696695,12.19401065,0.40438047,3.477869034,2.050681069,0.772985862,4.615776154,0.476657027,1.527755703,13.40776485,0.353322556,2.582653767,0.40309026,0.958935418,0.299234068,16.87307398,1.289040975,0.343932318,1.970820118, ,1.043924852,0.654775914,3.751604444,1.524382261,0.001342204,2.811825408,0.631318459,3.729186581,0,0,0.050793216,0.011349059,0.966034489,0.503964205,0.857542893,0.095816201,0.125950818,0,4.212550102,0.907215745,0.130783825,0.413349951,2.872001988,2.816839584,0,0.538946612,0.191738628,1.858807656,0.132959741,0.489282927,0,0,0,0,0,0,0.053638275,0.24846973,0.045617624,0.001342204,0.467406936,0.053663778,1.613832882,4.658945047,0.741503432,4.145781219,4.678119132,0.126084587,4.92207041
Br,Co,0.000888008,0,0,0,0.143313992,0.111350186,4.728642147,0,2.428173343,1.589732578,3.63627055,5.825999019,1.824738086,1.631957671,0.577800288,0,2.717983727,0,0,0.421258841,0.081087687,1.638016961,1.043924852, ,2.923787263,0.406328862,0,0,0,14.13234939,1.74064161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326822298,0.194074483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118038007,0.145973656,0,0.092587188
Br,Ni,4.440328247,0,0,1.902956933,0.432860903,0.36842801,31.0309338,0,7.89079283,3.429198933,5.191685195,9.80229985,0.896933533,3.93198251,0.66445999,3.161098965,9.324941312,0,0,0.777574609,0.09629605,3.394799562,0.654775914,2.923787263, ,0.249643454,1.37792309,0,0.033559186,3.143849855,2.655526494,0,0,0,0,0,0,0.128656002,0.224072113,1.026172634,0.130361845,1.085596361,0,0,0.387138048,0.309833624,0.022692021,0,0,1.567749662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720451936,0.939531457,0,0.033063747,0.137378223,2.372382586,0.099977729,0,0.732593956
Br,Cu,-5.568086432,3.458648963,0,8.055081946,2.320523971,0.505959204,40.15715498,-12.17606116,21.89835382,14.91045139,18.44529316,46.50151743,8.04707582,43.37298403,8.266230509,1.827039271,24.59229409,0,12.48452193,0.034566816,0.982750839,17.75774265,3.751604444,0.406328862,0.249643454, ,1.81684394,1.079735135,3.298307025,15.43953042,20.14954253,0,0,3.732511976,3.480691087,0,0,0.82830478,0,0.203954536,0.438153434,8.442754835,4.006126014,0.692958167,4.083949953,1.351194401,6.264508835,0.332631125,0.399925858,6.096937412,0.417170764,3.800517589,0.108747907,0,0,0,0,0,0,0,0.217347151,0.200220531,0,0.344805101,2.171305532,1.111535361,0.717930114,1.097191535,13.17639039,9.355146787,0,3.136099429
Br,Zn,5.481375827,0.840219707,0.118167108,3.455266621,1.126008439,0,2.254049672,3.796835945,7.071582242,0.989652593,2.00115409,3.300668697,0.069010871,0.717054803,0.462944309,0.608857597,4.873091984,0,0.181106117,0.742232549,0.077285965,0.736018452,1.524382261,0,1.37792309,1.81684394, ,1.291608951,0.151418466,9.492169797,0.135834104,0,0,0.76084562,0.400578107,0,0.206321766,0,0,0,0.55566883,0.446004595,0.478455237,1.50638115,2.116302609,0.959642725,0.492950636,0,0,2.892457566,0.29523315,1.692899536,0,0,0,0,0,0,0,0,0.041119128,0,0,0,0,0,0.477450982,0.198695878,0.036260735,2.728470355,0,2.067527209
