zaxis,yaxis,H,Li,Be,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Nd,Sm,Gd,Dy,Er,Yb,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U
H,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Li,0, ,-5.906868524,0,-1.284683724,0,6.400967615,14.36682689,7.911763132,-0.581430039,-8.05204008,24.78612504,-1.864855507,0,0,8.162911222,-0.621989268,0,1.396108295,0.627927498,0,1.224208855,0.075134847,0,0,0,0.806700532,0,0,3.494435098,0,0,1.007105654,0,0,-0.557973425,0,0,0,0,0,0,0,0,0.052003799,0,0,0,2.572789896,0,0,0,0,0,0,0,0,0,0,0.01770486,0,0,0,0,0,0,0,0,0,0,0,0
H,Be,0,-5.906868524, ,0.966810627,0,0,-8.841519942,0.333573693,-0.828768379,0.124098869,1.389898386,11.71370153,-4.83400395,6.34596594,1.660705601,0.137161885,-6.973743514,1.111501708,0.522073391,1.097995253,0.064598443,-0.296836613,0.632686809,0,0,0,-0.117571639,0,0,-2.378826147,0,0,0,0.475896728,2.092519504,0,0,0,0,0,0,0,0,0,-0.076528474,0.867110522,0,0,4.835345052,0.012329667,0,-0.561950899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.648938146,0,0,0
H,B,0,0,0.966810627, ,-1.892641255,-0.398465668,-11.48642853,2.143942121,-0.902209854,-14.98245134,-1.898054496,-4.812365237,-7.452842399,0,-2.847880207,1.159728298,-7.801860998,0,1.168309464,0,-0.125834563,0.856911276,2.759603604,0,1.727759275,-7.649823988,3.730607169,0,0,6.960098266,0,0,0,-0.008393621,2.014750508,-0.712286093,0.813735365,0,0,0,0,0,0,0,0.056712099,1.755197766,0,0,1.651687662,0.052925981,0.006087639,-0.243912796,0,0,0,0,0,0,0,0.050659741,0,0,0,0,0,0,0,0,-4.583538974,0,-0.161886929,0
H,C,0,-1.284683724,0,-1.892641255, ,0,-5.85890585,1.121601413,-2.096278219,-0.026752088,-4.903827596,-13.10274838,-6.077200971,-6.470430042,-0.002436877,-3.600633552,-2.616345775,0,4.97269876,4.486621006,0.082050869,-4.429898131,-12.89827571,-0.139977448,-0.711807534,-1.902514828,-1.454379756,0,0,0,0,0.092493757,0,2.587193139,-9.602003476,-0.061868197,-1.821623224,0,0,0,0,0,0.152430929,0,0,0,-1.861149897,0.09664033,0,1.597378144,4.646622111,14.72022617,-6.520655307,0,0,0,0,0,0,0.33370674,0.165183351,0,0,0,0,0,-0.01788958,0,-0.788791286,2.642185278,0,-0.737704897
H,N,0,0,0,-0.398465668,0, ,-6.506838234,0,-1.029102134,0,0,-6.616025002,0,-7.256533788,0,-0.001221971,0,0,1.535258344,0,0.018980635,0,-0.642917186,0,-0.719454304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997231469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.107175774,0,0,0,0,0
H,O,0,6.400967615,-8.841519942,-11.48642853,-5.85890585,-6.506838234, ,10.39938887,-46.43306869,-29.7323846,-29.27547178,-87.00061966,-14.93757144,-121.7521912,-2.09332453,-12.4037682,-61.84901984,1.919342918,22.94274689,-6.918340067,0.786051463,-17.52851189,-1.898555241,-6.015127893,-21.24427837,-32.17676552,-0.176109504,0,-3.293950788,-22.52689626,18.39861685,0.204564842,0.202536603,-6.271676937,-7.06232648,-8.512864119,-8.094507624,-0.418590331,0,0,20.46185243,-54.96643208,-2.135738313,0,7.506557518,22.7212438,9.121742096,-0.996789879,-0.426452716,-12.57449613,3.758652934,8.697056287,-1.406233035,0.401735674,0,0.400447395,0,0.426250241,0.400447395,6.838317188,0.64244015,0,0,0,0,8.91493742,9.084253168,-16.76243228,-17.20177292,26.50117933,-1.76839607,-4.78098875
H,F,0,14.36682689,0.333573693,2.143942121,1.121601413,0,10.39938887, ,52.04164337,5.05665555,-16.99746917,24.65018324,4.855752429,-13.41300651,0.531611127,5.195745862,30.87124371,0,-15.27648335,-2.147385823,-0.735939079,-0.119004374,1.79355523,0,0,0,-3.402196322,0,0,8.544307154,0,0,0.202870548,4.280598607,17.17001086,1.443002562,-8.69078222,0,0,0,0,4.731487728,0,0,2.001201118,6.529107258,0,0,-4.195193361,14.5331209,2.409784012,11.77704544,1.335468588,0,0,0,0,0,0,0.225244566,0,0,0,0,0,0,0,0,4.861303616,4.134708567,-0.320241884,-1.280233123
H,Na,0,7.911763132,-0.828768379,-0.902209854,-2.096278219,-1.029102134,-46.43306869,52.04164337, ,-4.795895546,-7.171616689,-89.94940394,0.969064891,-7.581186396,-0.771016878,-33.75265784,-20.51742332,-0.008723645,-35.67746591,-2.299518118,-0.977771438,-3.482417022,-0.620918432,0,0,20.81695774,-7.814073832,0,0,-15.88083243,-4.554320178,0,0,-14.84539848,-1.334802799,-30.95485609,-18.07672112,-0.46822064,0,0,0,0,0,0,-3.351042731,7.01600133,0,-0.025127526,-0.37688351,-4.724075352,0.975858119,5.989494708,0.741693687,0,0,0,0,0,0,0.105678678,0,0,0,0,0,0,0,0,22.02559997,9.189294449,-0.320889225,-3.370113994
H,Mg,0,-0.581430039,0.124098869,-14.98245134,-0.026752088,0,-29.7323846,5.05665555,-4.795895546, ,-20.74051255,-12.65279225,-0.518437555,-10.22581563,-1.149479529,-1.648390123,-1.999019455,-0.171899077,0.152242651,-1.990782149,2.898489565,-0.593496038,-4.114592905,0,0,-13.86622823,-1.389102769,0,0,-5.815203022,0,0,0,-1.796002941,2.928054123,1.411618207,-2.384641511,-0.566637719,0,0,0,0,0,0,-1.234711956,3.586097933,-2.253293244,0,0,0.442499221,-0.083825891,0.774335118,0,0,0,0,0,0,0,1.40356509,-0.123612729,0,0,0,0,0,0,0,-12.96150983,0,0,0
H,Al,0,-8.05204008,1.389898386,-1.898054496,-4.903827596,0,-29.27547178,-16.99746917,-7.171616689,-20.74051255, ,-78.68736929,-2.514045871,-4.982906458,-2.203689806,-7.567549683,-13.457819,0.173296292,4.965490982,-2.243450686,-2.476350397,-5.032649737,-0.923304343,0,-4.089949355,-16.19092003,-3.26634734,0,0,-14.39358136,0,0,0.959384072,-0.91500091,-1.840462926,4.485708351,-7.034270959,0,0,0,0,0,0,0,-1.028736626,5.418401002,6.798605257,0,0.297206824,-0.127802771,-0.97850252,-0.202078372,-0.059777349,0,0,0,0,0,0,0.385828287,0,0,0,0,0,0,0,0,-12.86025676,0,0,0
H,Si,0,24.78612504,11.71370153,-4.812365237,-13.10274838,-6.616025002,-87.00061966,24.65018324,-89.94940394,-12.65279225,-78.68736929, ,46.16822916,-77.74043124,-2.653155769,-48.06390444,-68.11942875,1.535834692,-44.14941098,-4.971737449,-0.942890556,-14.19781121,-1.247948101,0,-8.902970324,-44.54045076,-4.112682447,0,0,-48.78970803,0,0,0.4497768,-3.582067177,2.933248275,-27.57654992,-6.260497493,5.795952275,0,0,4.436693105,0,0,0,2.282703346,16.13026658,13.63998126,0,-2.734703952,-21.71517715,-1.927308248,-7.443570477,-0.503744024,0,0,0,0,-0.602947489,0.279223661,3.916787242,-1.167231296,0,0,0,0,0,6.805026521,0,-24.11908102,16.65997222,-0.641447344,-17.96083505
H,P,0,-1.864855507,-4.83400395,-7.452842399,-6.077200971,0,-14.93757144,4.855752429,0.969064891,-0.518437555,-2.514045871,46.16822916, ,-24.10328609,8.350126498,-4.351721774,-1.105891341,-0.312362799,-4.105556899,0,1.214781836,-6.223859851,-12.08187247,0,0.469605699,0,-0.406348617,0,0,0,0,0,0,1.479446611,-0.216751739,-0.676911911,-2.788465179,-0.224821529,0,0,0,0,0,0,0,0,3.827512314,0,0,-1.112516022,0.060230607,0.033635618,-0.282893455,2.418920225,0,0,0,0.332102587,0,0,0,0,0,0,0,0,0,0,-3.686032688,-1.087315947,-0.903778462,0
H,S,0,0,6.34596594,0,-6.470430042,-7.256533788,-121.7521912,-13.41300651,-7.581186396,-10.22581563,-4.982906458,-77.74043124,-24.10328609, ,0.362746201,0.148059474,-29.75194542,0,21.78072525,5.901896607,0.80479323,16.08011856,0.124337992,1.635914437,2.777196586,39.00574345,-1.467749001,1.229201224,7.117215405,2.243587615,2.805368188,0.00741414,0,-5.536703807,-5.277058141,0,-7.381497102,0.412373348,0.081213135,2.140530111,3.251563147,44.81571116,5.825954717,2.438459837,3.04230129,32.62337592,1.929286156,0.041836683,0.53606801,9.927081163,0,-7.790243816,0,0,0,0,0,0,0,0,0.84845222,0.841073681,0.002886883,0.674921691,0.013555611,0.045735025,4.484526275,23.37083737,33.87583894,19.11960818,0,0
H,Cl,0,0,1.660705601,-2.847880207,-0.002436877,0,-2.09332453,0.531611127,-0.771016878,-1.149479529,-2.203689806,-2.653155769,8.350126498,0.362746201, ,4.941535956,-0.362171721,0,-2.484392436,1.625839292,0,-0.59734495,-2.849879722,0,-0.698484007,-8.109367294,-0.527413025,0,0,1.151937881,0.396521893,12.49760181,0,0,-1.414884254,0,-0.109051013,0.27140868,0,0,0,0.808153684,0.141437263,0,-0.781200838,0.724135155,0.048395577,4.513859671,0,-0.179860859,0,-1.805543604,0,0,0,0,0,0,0,0,0.08041066,0,0,0,0,0,9.178605481,0.033261526,18.93231353,0.778299435,0,0
H,K,0,8.162911222,0.137161885,1.159728298,-3.600633552,-0.001221971,-12.4037682,5.195745862,-33.75265784,-1.648390123,-7.567549683,-48.06390444,-4.351721774,0.148059474,4.941535956, ,-3.193776084,0.168702826,-14.33962676,-0.965685195,0.154860631,-0.142369195,-0.306314618,0,2.940924321,1.560987848,0.789783103,0,0,-7.948817293,1.521828238,0,0,-0.359524914,-0.79820712,-1.155877168,-5.044100663,0,0,0,0,2.994220774,0.113474464,0,1.366175629,3.839158672,3.063980524,0,0,-2.173519835,0.85553325,-1.468893908,0,0,0,0,0,0,0,0.090027101,0.679025328,0,0,0,0,0,0,0.344010263,7.270451668,4.7009679,0.076976755,-0.606278141
H,Ca,0,-0.621989268,-6.973743514,-7.801860998,-2.616345775,0,-61.84901984,30.87124371,-20.51742332,-1.999019455,-13.457819,-68.11942875,-1.105891341,-29.75194542,-0.362171721,-3.193776084, ,1.611677166,1.745031544,-0.521034713,-1.405424092,-0.531174208,-1.355605072,0,0,-22.5528168,-6.209318912,0,0,-4.242811767,0,0,0,-2.224034258,-4.082598194,-12.21495049,-4.497043109,-1.591331586,0,0,0,0,0,0,0.663579003,7.283920454,6.280722599,-0.239467424,-0.034297808,0.020924849,1.807959268,-7.503495923,-0.117986826,0,0,0.412687887,0,0,0,0.189485258,-0.20980107,0,0,0,0,0,0,0,22.12665779,11.51764571,-5.234933644,-1.766826848
H,Sc,0,0,1.111501708,0,0,0,1.919342918,0,-0.008723645,-0.171899077,0.173296292,1.535834692,-0.312362799,0,0,0.168702826,1.611677166, ,0.071306261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.117450961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188242967,0,0,0,0,0,0,0,0,0,0,0,0
H,Ti,0,1.396108295,0.522073391,1.168309464,4.97269876,1.535258344,22.94274689,-15.27648335,-35.67746591,0.152242651,4.965490982,-44.14941098,-4.105556899,21.78072525,-2.484392436,-14.33962676,1.745031544,0.071306261, ,-0.332810033,5.687230864,-5.134346569,17.23318579,0,0,0,-0.145485687,0,0,6.982895381,0,0,0,-9.468673356,-16.20431341,11.15770835,-108.2811253,0,0,0,0,0,0,0,0,-3.353694232,2.45665792,0,0,-42.0612766,1.667429926,18.26393871,-0.244592825,0,0,0,0,0,0,6.385710365,0.100147329,0,0,0,0,0,0,0,5.99822623,0,-4.630206583,-0.070108555
H,V,0,0.627927498,1.097995253,0,4.486621006,0,-6.918340067,-2.147385823,-2.299518118,-1.990782149,-2.243450686,-4.971737449,0,5.901896607,1.625839292,-0.965685195,-0.521034713,0,-0.332810033, ,-1.130669897,-0.163603274,-1.409070641,0,0,0.011791257,-0.888337047,0,0.079773388,-3.143525261,0,0,0,-0.050163532,-0.034481531,0,0,0.409635512,0,0,0,1.331654572,0,0,0.266333437,1.714723163,1.416907188,0,0,-2.264169371,-0.107559684,-0.683638959,0.081079754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539333807,0,-0.040134436,-0.136963704,0,0
H,Cr,0,0,0.064598443,-0.125834563,0.082050869,0.018980635,0.786051463,-0.735939079,-0.977771438,2.898489565,-2.476350397,-0.942890556,1.214781836,0.80479323,0,0.154860631,-1.405424092,0,5.687230864,-1.130669897, ,0.568003675,0.433709825,0.081973651,0.164606011,-1.132990295,0.000528402,0,0,0,0,0,0,1.325614142,-1.419712919,0.06022446,0.35015489,0,0,0,0,0,0,0,0,1.298805008,0,0,0,0.248122025,0.233008323,0.03898569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052526582,0,-1.093857566,0.674827196,0,-0.378866025
H,Mn,0,1.224208855,-0.296836613,0.856911276,-4.429898131,0,-17.52851189,-0.119004374,-3.482417022,-0.593496038,-5.032649737,-14.19781121,-6.223859851,16.08011856,-0.59734495,-0.142369195,-0.531174208,0,-5.134346569,-0.163603274,0.568003675, ,-1.693940209,0,0,-16.88143819,-0.445212536,0,0,-0.58680406,0,0,0,-0.666470046,0.336055853,-3.280999506,-5.794269919,1.20186303,0,0,0,1.630251322,0,0,-0.017897239,0.330594569,-1.603684184,0,0,-0.568323175,-0.294170922,-0.151266577,0.124831309,0,0,0,0,0,0,0.453731202,-0.243773689,0,0,0,0,0,0,0,1.952299317,5.165903551,0,-6.40711731
H,Fe,0,0.075134847,0.632686809,2.759603604,-12.89827571,-0.642917186,-1.898555241,1.79355523,-0.620918432,-4.114592905,-0.923304343,-1.247948101,-12.08187247,0.124337992,-2.849879722,-0.306314618,-1.355605072,0,17.23318579,-1.409070641,0.433709825,-1.693940209, ,-1.033559906,0.81852909,3.436820074,-1.32553723,0.002166091,3.036247728,-0.605226765,3.249420376,0,0,-0.041031763,0.012677725,-0.956519137,-0.468202143,-0.840980983,0.164336677,0.051723264,0,3.536574252,0.867262564,0.202429155,0.620609747,2.198912315,-2.420404377,0,0.537169028,-0.180635479,1.965303189,-0.151646882,-0.517293366,0,0,0,0,0,0,0.168391895,-0.281895826,0.075998236,0.051214661,0.64459605,0.030669245,1.402940521,4.677251991,0.523137258,3.538585789,4.035007797,-0.152651563,-5.822798438
H,Co,0,0,0,0,-0.139977448,0,-6.015127893,0,0,0,0,0,0,1.635914437,0,0,0,0,0,0,0.081973651,0,-1.033559906, ,-2.921140583,-0.410000731,0,0,0,-14.13893038,1.737309648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31746871,0.199241044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ni,0,0,0,1.727759275,-0.711807534,-0.719454304,-21.24427837,0,0,0,-4.089949355,-8.902970324,0.469605699,2.777196586,-0.698484007,2.940924321,0,0,0,0,0.164606011,0,0.81852909,-2.921140583, ,0.393800296,0,0,0.011435164,3.081190932,1.629564539,0,0,0,0,0,0,0.111956593,0.113516868,0.655760157,0.044381504,1.683544786,0,0,0.561593348,0.005122859,0.103761172,0,0,1.525807347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423232776,0.520268834,0,0.309736038,0.317623157,2.946559651,0.013295386,0,0
H,Cu,0,0,0,-7.649823988,-1.902514828,0,-32.17676552,0,20.81695774,-13.86622823,-16.19092003,-44.54045076,0,39.00574345,-8.109367294,1.560987848,-22.5528168,0,0,0.011791257,-1.132990295,-16.88143819,3.436820074,-0.410000731,0.393800296, ,-2.305851927,1.086665982,2.942588976,-15.31659615,16.2962528,0,0,3.669436202,0,0,0,-0.878252203,0,0.072290941,0.104371079,5.522073253,-3.76243527,0.504074353,3.161390511,0.501918335,-4.886492989,-0.172802148,0.399058057,6.011681169,0.466904123,0,0,0,0,0,0,0,0,0,0.2535287,0.138282674,0,0.163549243,1.482825692,0.681510779,0.21015767,0.620428546,11.01202244,6.864538537,0,0
H,Zn,0,0.806700532,-0.117571639,3.730607169,-1.454379756,0,-0.176109504,-3.402196322,-7.814073832,-1.389102769,-3.26634734,-4.112682447,-0.406348617,-1.467749001,-0.527413025,0.789783103,-6.209318912,0,-0.145485687,-0.888337047,0.000528402,-0.445212536,-1.32553723,0,0,-2.305851927, ,1.295960557,0.043859213,-9.721351481,0.030595805,0,0,0.797501034,0,0,0,0,0,0,0.23825527,0.059093566,0,2.178453232,3.216965906,0.340974363,-1.022711358,0,0,0,0.253361028,1.664880641,0,0,0,0,0,0,0,0,0.011073571,0,0,0,0,0,0.25072051,0.109697908,-0.182697033,2.098378092,0,0
H,Ga,0,0,0,0,0,0,0,0,0,0,0,0,0,1.229201224,0,0,0,0,0,0,0,0,0.002166091,0,0,1.086665982,1.295960557, ,12.41120619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341741643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Ge,0,0,0,0,0,0,-3.293950788,0,0,0,0,0,0,7.117215405,0,0,0,0,0,0.079773388,0,0,3.036247728,0,0.011435164,2.942588976,0.043859213,12.41120619, ,0.648173093,0,0,0,0,0,0,0,0.088890849,0,0,0,0.395232601,0.36655388,0,0,0,0.078622912,0,0,0,0,0,0,0,0,0,0,0,0,0,1.819205228,0,0,0,0,0,0,0,-1.577016044,0,0,0
H,As,0,3.494435098,-2.378826147,6.960098266,0,0,-22.52689626,8.544307154,-15.88083243,-5.815203022,-14.39358136,-48.78970803,0,2.243587615,1.151937881,-7.948817293,-4.242811767,0,6.982895381,-3.143525261,0,-0.58680406,-0.605226765,-14.13893038,3.081190932,-15.31659615,-9.721351481,0,0.648173093, ,1.828059466,0,0,0,2.216752518,0,4.212248618,-0.54218469,0.970460197,1.596388046,2.140154308,4.231079803,-0.714738335,0,0.97237738,7.251057828,2.835814587,0.505859113,0.010419116,-4.035207185,-0.005052169,-1.831234396,0,0,0,0.592273595,0,0,0,1.316944646,1.060927008,0,0.326142161,0.064570787,0.100854848,0,0.62173466,28.44598423,10.09432433,0.323391041,0.76843703,-0.22323522
H,Se,0,0,0,0,0,0,18.39861685,0,-4.554320178,0,0,0,0,2.805368188,0.396521893,1.521828238,0,0,0,0,0,0,3.249420376,1.737309648,1.629564539,16.2962528,0.030595805,0,0,1.828059466, ,0,0,0,0,0,0,0.145295872,0,0,3.732580332,1.305546053,0.394502239,0,0,0.755189577,0.528814794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.039444318,0.015001105,0.674526372,0.045291084,1.416682827,9.552563671,0,0
H,Br,0,0,0,0,0.092493757,0,0.204564842,0,0,0,0,0,0,0.00741414,12.49760181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0.479617669,0,0,0,0.02705493,0,34.09703566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5110874,0,0,0.095141539,0,0
H,Rb,0,1.007105654,0,0,0,0,0.202536603,0.202870548,0,0,0.959384072,0.4497768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,Sr,0,0,0.475896728,-0.008393621,2.587193139,0,-6.271676937,4.280598607,-14.84539848,-1.796002941,-0.91500091,-3.582067177,1.479446611,-5.536703807,0,-0.359524914,-2.224034258,0,-9.468673356,-0.050163532,1.325614142,-0.666470046,-0.041031763,0,0,3.669436202,0.797501034,0,0,0,0,0,0, ,-0.632827099,-13.36284888,-3.036756631,0,0,0,0,0,0,0,0,0,0,0,0,7.409721002,13.02743791,13.5468268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.924456812,0,0.27419569,-0.883130352
H,Y,0,0,2.092519504,2.014750508,-9.602003476,0,-7.06232648,17.17001086,-1.334802799,2.928054123,-1.840462926,2.933248275,-0.216751739,-5.277058141,-1.414884254,-0.79820712,-4.082598194,0,-16.20431341,-0.034481531,-1.419712919,0.336055853,0.012677725,0,0,0,0,0,0,2.216752518,0,0,0,-0.632827099, ,-0.396627349,15.94196915,0,0,0,0,0,0,0,0,0,0,0,0,-0.096417912,0,0.172820781,0,0,0,2.698580798,0,0,0,22.96300803,0.188478927,0,0,0,0,0,0,0,1.326901104,0,-6.512826676,-6.642830259
H,Zr,0,-0.557973425,0,-0.712286093,-0.061868197,0,-8.512864119,1.443002562,-30.95485609,1.411618207,4.485708351,-27.57654992,-0.676911911,0,0,-1.155877168,-12.21495049,1.117450961,11.15770835,0,0.06022446,-3.280999506,-0.956519137,0,0,0,0,0,0,0,0,0,0,-13.36284888,-0.396627349, ,-18.82360847,0,0,0,0,0,0,0,0,0.825326627,0,0,0,0.049358194,0.125891614,-2.91836264,0,0,0,0,0,0,0,0.137436196,0,0,0,0,0,0,0,0,0,0,0,1.441393235
H,Nb,0,0,0,0.813735365,-1.821623224,0,-8.094507624,-8.69078222,-18.07672112,-2.384641511,-7.034270959,-6.260497493,-2.788465179,-7.381497102,-0.109051013,-5.044100663,-4.497043109,0,-108.2811253,0,0.35015489,-5.794269919,-0.468202143,0,0,0,0,0,0,4.212248618,0,0,0,-3.036756631,15.94196915,-18.82360847, ,0,0,0,0,0,0,0,0.300004494,1.045480586,0,0,0,-5.940995384,0,8.61900389,0.377337756,0,0,0,0,0.477595671,0,50.92376169,2.630428382,0,0,0,0,0,0,0,2.089571757,1.273190359,-7.304259685,1.1201264
H,Mo,0,0,0,0,0,0,-0.418590331,0,-0.46822064,-0.566637719,0,5.795952275,-0.224821529,0.412373348,0.27140868,0,-1.591331586,0,0,0.409635512,0,1.20186303,-0.840980983,0,0.111956593,-0.878252203,0,0,0.088890849,-0.54218469,0.145295872,0,0,0,0,0,0, ,0.773315609,0,0,0,0,0,0.037010031,0.415591804,0.144406971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.866025348,0.884307079,0.297286113,0,0,0,0,0.382528155,1.888176348,0,-2.273482132
H,Ru,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081213135,0,0,0,0,0,0,0,0,0.164336677,0,0.113516868,0,0,0,0,0.970460197,0,0,0,0,0,0,0,0.773315609, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.42279259,21.19117451,0,0,0,0,0,0,0,0
H,Rh,0,0,0,0,0,0,0,0,0,0,0,0,0,2.140530111,0,0,0,0,0,0,0,0,0.051723264,0,0.655760157,0.072290941,0,0,0,1.596388046,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606408082,0.29947381,0,0,0,0.022630305,0,0,0
H,Pd,0,0,0,0,0,0,20.46185243,0,0,0,0,4.436693105,0,3.251563147,0,0,0,0,0,0,0,0,0,0,0.044381504,0.104371079,0.23825527,0,0,2.140154308,3.732580332,0,0,0,0,0,0,0,0,0, ,0.037511241,0,0,5.139310789,0.342699519,9.801331876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238749377,0,0.252399265,0,0.21677608,0.736180216,0,0
H,Ag,0,0,0,0,0,0,-54.96643208,4.731487728,0,0,0,0,0,44.81571116,0.808153684,2.994220774,0,0,0,1.331654572,0,1.630251322,3.536574252,0,1.683544786,5.522073253,0.059093566,0,0.395232601,4.231079803,1.305546053,0.479617669,0,0,0,0,0,0,0,0,0.037511241, ,0.110129319,0.256555976,0.156430052,19.31452194,4.899908669,1.268667736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20480454,6.664673216,2.372687641,13.1366116,6.498266337,0,0
H,Cd,0,0,0,0,0.152430929,0,-2.135738313,0,0,0,0,0,0,5.825954717,0.141437263,0.113474464,0,0,0,0,0,0,0.867262564,0,0,-3.76243527,0,0,0.36655388,-0.714738335,0.394502239,0,0,0,0,0,0,0,0,0,0,0.110129319, ,0.778257626,0.246486374,0.037413428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865921968,0.026824609,0,0
H,In,0,0,0,0,0,0,0,0,0,0,0,0,0,2.438459837,0,0,0,0,0,0,0,0,0.202429155,0,0,0.504074353,2.178453232,3.341741643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256555976,0.778257626, ,3.150500914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.899236566,0,0,0,0.02049635,0.206854143,0,0
H,Sn,0,0.052003799,-0.076528474,0.056712099,0,0,7.506557518,2.001201118,-3.351042731,-1.234711956,-1.028736626,2.282703346,0,3.04230129,-0.781200838,1.366175629,0.663579003,0,0,0.266333437,0,-0.017897239,0.620609747,0,0.561593348,3.161390511,3.216965906,0,0,0.97237738,0,0,0,0,0,0,0.300004494,0.037010031,0,0,5.139310789,0.156430052,0.246486374,3.150500914, ,0.023187619,0.434865925,0,0,0.75109159,0,0,0,0,0,0,0,0,0,0.845828407,0.056473083,0,0,0,1.916654327,0.003541029,0.380621834,0.125397606,0.601923383,0.601796681,0,0
H,Sb,0,0,0.867110522,1.755197766,0,0,22.7212438,6.529107258,7.01600133,3.586097933,5.418401002,16.13026658,0,32.62337592,0.724135155,3.839158672,7.283920454,0,-3.353694232,1.714723163,1.298805008,0.330594569,2.198912315,0.31746871,0.005122859,0.501918335,0.340974363,0,0,7.251057828,0.755189577,0.02705493,0,0,0,0.825326627,1.045480586,0.415591804,0,0,0.342699519,19.31452194,0.037413428,0,0.023187619, ,0.308177329,0,0,0,0,0,0,0,0,0,0,0,0,0.327722851,0.107398668,0,0,0.089195596,0.042152054,0.40115633,0.516023021,9.69763808,25.42120586,0.131901634,0,0
H,Te,0,0,0,0,-1.861149897,0,9.121742096,0,0,-2.253293244,6.798605257,13.63998126,3.827512314,1.929286156,0.048395577,3.063980524,6.280722599,0,2.45665792,1.416907188,0,-1.603684184,-2.420404377,0.199241044,0.103761172,-4.886492989,-1.022711358,0,0.078622912,2.835814587,0.528814794,0,0,0,0,0,0,0.144406971,0,0,9.801331876,4.899908669,0,0,0.434865925,0.308177329, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009479363,0,0,0.922374307,0.06640201,19.93889422,0.016661777,0.536510072,7.939522132,11.7110624,0,0.133326615
H,I,0,0,0,0,0.09664033,0,-0.996789879,0,-0.025127526,0,0,0,0,0.041836683,4.513859671,0,-0.239467424,0,0,0,0,0,0,0,0,-0.172802148,0,0,0,0.505859113,0,34.09703566,0,0,0,0,0,0,0,0,0,1.268667736,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.32416266,0,0.034339713,0.010832006,0,0
H,Cs,0,2.572789896,4.835345052,1.651687662,0,0,-0.426452716,-4.195193361,-0.37688351,0,0.297206824,-2.734703952,0,0.53606801,0,0,-0.034297808,0,0,0,0,0,0.537169028,0,0,0.399058057,0,0,0,0.010419116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0.215894927,0,0,0,0,0,0,0.070405588,0,0.203889475,0,0,0
